Status,FigmaText,FigmaName,FigmaId,DomTag,IssueProp,Expected,Actual,IssueMessage,ScreenshotPath
DIFFERENT,Customer reports that the mobile app crashes immediately upon opening on Android 13.,Customer reports that the mobile app crashes immediately upon opening on Android 13.,5:453,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-453.png
DIFFERENT,Customer reports that the mobile app crashes immediately upon opening on Android 13.,Customer reports that the mobile app crashes immediately upon opening on Android 13.,5:453,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-453.png
DIFFERENT,#1005,#1005,5:455,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-455.png
DIFFERENT,#1005,#1005,5:455,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-455.png
MISSING_IN_DOM,HIGH PRIORITY,HIGH PRIORITY,5:456,,,,,Text exists in Figma but not found on page,
DIFFERENT,David Wilson,David Wilson,5:461,p,width,86,81.046875,"Width mismatch: expected 86px, got 81.046875px",artifacts/issue-shots/issue-5-461.png
DIFFERENT,David Wilson,David Wilson,5:461,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-461.png
DIFFERENT,1/19/2024,1/19/2024,5:465,p,width,67,95.75,"Width mismatch: expected 67px, got 95.75px",artifacts/issue-shots/issue-5-465.png
DIFFERENT,1/19/2024,1/19/2024,5:465,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-465.png
DIFFERENT,Two-Factor Authentication Issue,Two-Factor Authentication Issue,5:471,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Two-Factor Authentication Issue,Two-Factor Authentication Issue,5:471,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:475,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-475.png
DIFFERENT,Open,Open,5:475,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-475.png
DIFFERENT,Customer is not receiving 2FA codes on their registered phone number.,Customer is not receiving 2FA codes on their registered phone number.,5:477,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-477.png
DIFFERENT,Customer is not receiving 2FA codes on their registered phone number.,Customer is not receiving 2FA codes on their registered phone number.,5:477,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-477.png
DIFFERENT,Customer is not receiving 2FA codes on their registered phone number.,Customer is not receiving 2FA codes on their registered phone number.,5:477,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-477.png
DIFFERENT,#1007,#1007,5:479,p,width,42,38.46875,"Width mismatch: expected 42px, got 38.46875px",artifacts/issue-shots/issue-5-479.png
DIFFERENT,#1007,#1007,5:479,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-479.png
MISSING_IN_DOM,HIGH PRIORITY,HIGH PRIORITY,5:480,,,,,Text exists in Figma but not found on page,
DIFFERENT,James Anderson,James Anderson,5:485,p,width,111,100.734375,"Width mismatch: expected 111px, got 100.734375px",artifacts/issue-shots/issue-5-485.png
DIFFERENT,James Anderson,James Anderson,5:485,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-485.png
DIFFERENT,1/21/2024,1/21/2024,5:489,p,width,66,95.75,"Width mismatch: expected 66px, got 95.75px",artifacts/issue-shots/issue-5-489.png
DIFFERENT,1/21/2024,1/21/2024,5:489,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-489.png
DIFFERENT,Subscription Auto-Renewal,Subscription Auto-Renewal,5:495,h2,width,331,182.25,"Width mismatch: expected 331px, got 182.25px",
DIFFERENT,Subscription Auto-Renewal,Subscription Auto-Renewal,5:495,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
MISSING_IN_DOM,In- Progress,In- Progress,5:499,,,,,Text exists in Figma but not found on page,
DIFFERENT,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,5:501,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-501.png
DIFFERENT,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,5:501,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-501.png
DIFFERENT,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,Customer wants to enable auto-renewal for their subscription but the toggle is disabled.,5:501,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-501.png
DIFFERENT,#1009,#1009,5:503,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-503.png
DIFFERENT,#1009,#1009,5:503,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-503.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:504,,,,,Text exists in Figma but not found on page,
DIFFERENT,Liam Thomas,Liam Thomas,5:509,p,width,89,81.59375,"Width mismatch: expected 89px, got 81.59375px",artifacts/issue-shots/issue-5-509.png
DIFFERENT,Liam Thomas,Liam Thomas,5:509,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-509.png
DIFFERENT,1/17/2024,1/17/2024,5:513,p,width,66,95.75,"Width mismatch: expected 66px, got 95.75px",artifacts/issue-shots/issue-5-513.png
DIFFERENT,1/17/2024,1/17/2024,5:513,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-513.png
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:520,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:520,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:524,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-524.png
DIFFERENT,Open,Open,5:524,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-524.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:526,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-526.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:526,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-526.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:526,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-526.png
DIFFERENT,#1002,#1002,5:528,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-528.png
DIFFERENT,#1002,#1002,5:528,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-528.png
MISSING_IN_DOM,HIGH PRIORITY,HIGH PRIORITY,5:529,,,,,Text exists in Figma but not found on page,
DIFFERENT,Sarah Johnson,Sarah Johnson,5:534,p,width,99,89.421875,"Width mismatch: expected 99px, got 89.421875px",artifacts/issue-shots/issue-5-534.png
DIFFERENT,Sarah Johnson,Sarah Johnson,5:534,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-534.png
DIFFERENT,1/16/2024,1/16/2024,5:538,p,width,67,95.75,"Width mismatch: expected 67px, got 95.75px",artifacts/issue-shots/issue-5-538.png
DIFFERENT,1/16/2024,1/16/2024,5:538,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-538.png
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:544,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:544,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:548,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-548.png
DIFFERENT,Open,Open,5:548,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-548.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:550,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-550.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:550,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-550.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:550,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-550.png
DIFFERENT,#1004,#1004,5:552,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-552.png
DIFFERENT,#1004,#1004,5:552,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-552.png
MISSING_IN_DOM,LOW PRIORITY,LOW PRIORITY,5:553,,,,,Text exists in Figma but not found on page,
DIFFERENT,Emily Davis,Emily Davis,5:558,p,width,76,69.515625,"Width mismatch: expected 76px, got 69.515625px",artifacts/issue-shots/issue-5-558.png
DIFFERENT,Emily Davis,Emily Davis,5:558,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-558.png
DIFFERENT,1/18/2024,1/18/2024,5:562,p,width,67,95.75,"Width mismatch: expected 67px, got 95.75px",artifacts/issue-shots/issue-5-562.png
DIFFERENT,1/18/2024,1/18/2024,5:562,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-562.png
DIFFERENT,Refund Not Processed,Refund Not Processed,5:568,h2,width,331,182.25,"Width mismatch: expected 331px, got 182.25px",
DIFFERENT,Refund Not Processed,Refund Not Processed,5:568,h2,height,22,27,"Height mismatch: expected 22px, got 27px",
MISSING_IN_DOM,In- Progress,In- Progress,5:572,,,,,Text exists in Figma but not found on page,
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:574,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-574.png
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:574,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-574.png
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:574,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-574.png
DIFFERENT,#1006,#1006,5:576,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-576.png
DIFFERENT,#1006,#1006,5:576,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-576.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:577,,,,,Text exists in Figma but not found on page,
DIFFERENT,Sophia Taylor,Sophia Taylor,5:582,p,width,90,82.265625,"Width mismatch: expected 90px, got 82.265625px",artifacts/issue-shots/issue-5-582.png
DIFFERENT,Sophia Taylor,Sophia Taylor,5:582,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-582.png
DIFFERENT,1/20/2024,1/20/2024,5:586,p,width,69,95.75,"Width mismatch: expected 69px, got 95.75px",artifacts/issue-shots/issue-5-586.png
DIFFERENT,1/20/2024,1/20/2024,5:586,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-586.png
DIFFERENT,Unable to Update Profile Picture,Unable to Update Profile Picture,5:592,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Unable to Update Profile Picture,Unable to Update Profile Picture,5:592,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:596,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-596.png
DIFFERENT,Open,Open,5:596,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-596.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:598,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-598.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:598,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-598.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:598,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-598.png
DIFFERENT,#1008,#1008,5:600,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-600.png
DIFFERENT,#1008,#1008,5:600,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-600.png
MISSING_IN_DOM,LOW PRIORITY,LOW PRIORITY,5:601,,,,,Text exists in Figma but not found on page,
DIFFERENT,Olivia Martinez,Olivia Martinez,5:606,p,width,99,92.671875,"Width mismatch: expected 99px, got 92.671875px",artifacts/issue-shots/issue-5-606.png
DIFFERENT,Olivia Martinez,Olivia Martinez,5:606,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-606.png
DIFFERENT,1/22/2024,1/22/2024,5:610,p,width,68,95.75,"Width mismatch: expected 68px, got 95.75px",artifacts/issue-shots/issue-5-610.png
DIFFERENT,1/22/2024,1/22/2024,5:610,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-610.png
DIFFERENT,Missing Order Confirmation Email,Missing Order Confirmation Email,5:616,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Missing Order Confirmation Email,Missing Order Confirmation Email,5:616,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:620,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-620.png
DIFFERENT,Open,Open,5:620,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-620.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:622,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-622.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:622,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-622.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:622,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-622.png
DIFFERENT,#1010,#1010,5:624,p,width,41,38.46875,"Width mismatch: expected 41px, got 38.46875px",artifacts/issue-shots/issue-5-624.png
DIFFERENT,#1010,#1010,5:624,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-624.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:625,,,,,Text exists in Figma but not found on page,
DIFFERENT,Isabella Garcia,Isabella Garcia,5:630,p,width,97,88.65625,"Width mismatch: expected 97px, got 88.65625px",artifacts/issue-shots/issue-5-630.png
DIFFERENT,Isabella Garcia,Isabella Garcia,5:630,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-630.png
DIFFERENT,1/24/2024,1/24/2024,5:634,p,width,69,95.75,"Width mismatch: expected 69px, got 95.75px",artifacts/issue-shots/issue-5-634.png
DIFFERENT,1/24/2024,1/24/2024,5:634,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-634.png
DIFFERENT,Task Status,Task Status,5:638,p,width,358,267,"Width mismatch: expected 358px, got 267px",artifacts/issue-shots/issue-5-638.png
DIFFERENT,Task Status,Task Status,5:638,p,height,26,40,"Height mismatch: expected 26px, got 40px",artifacts/issue-shots/issue-5-638.png
DIFFERENT,Task Status,Task Status,5:638,p,fontSize,24,36,"Font size mismatch: expected 24px, got 36px",artifacts/issue-shots/issue-5-638.png
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:644,h2,width,326,182.25,"Width mismatch: expected 326px, got 182.25px",
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:644,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
MISSING_IN_DOM,Complete,Enroll Now_2,5:646,,,,,Text exists in Figma but not found on page,
DIFFERENT,Resolved Task,Resolved Task,5:662,p,width,358,267,"Width mismatch: expected 358px, got 267px",artifacts/issue-shots/issue-5-662.png
DIFFERENT,Resolved Task,Resolved Task,5:662,p,height,26,40,"Height mismatch: expected 26px, got 40px",artifacts/issue-shots/issue-5-662.png
DIFFERENT,Resolved Task,Resolved Task,5:662,p,fontSize,24,36,"Font size mismatch: expected 24px, got 36px",artifacts/issue-shots/issue-5-662.png
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:668,h2,width,326,182.25,"Width mismatch: expected 326px, got 182.25px",
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:668,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
